Monitoring Station,Month,Rainfall,Year
"Puerto Princesa City, Palawan",Apr,49.1,2023
"Romblon, Romblon",Apr,65.0,2023
"Roxas City, Capiz",Apr,35.5,2023
"San Jose, Occidental Mindoro",Apr,20.8,2023
"Sangley Point, Cavite",Apr,68.7,2023
"Science Garden, Quezon City",Apr,70.0,2023
"Sinait, Ilocos Sur (former Vigan Station)",Apr,2.8,2023
"Surigao, Surigao Del Norte",Apr,118.1,2023
"Tagbilaran City, Bohol (Station was transferred to Dauis, Bohol)",Apr,,2023
"Tacloban City, Leyte",Apr,99.1,2023
"Tanay, Rizal",Apr,53.1,2023
"Tayabas, Quezon",Apr,55.5,2023
"Tuguegarao, Cagayan",Apr,28.7,2023
"Virac Synop, Catanduanes",Apr,105.8,2023
"Zamboanga, Zamboanga Del Sur",Apr,24.5,2023
"Alabat, Quezon",May,139.7,2023
"Ambulong, Batangas",May,89.8,2023
"Aparri, Cagayan",May,51.1,2023
"Baguio City, Benguet",May,591.8,2023
"Baler, Aurora (Radar)",May,248.4,2023
"Basco, Batanes (Radar)",May,213.8,2023
"Borongan, Eastern Samar",May,215.8,2023
"Butuan City, Agusan Del Norte",May,85.9,2023
"Cabanatuan, Nueva Ecija (Station was transferred to CLSU, Nueva Ecija)",May,,2023
"Calapan, Oriental Mindoro",May,124.1,2023
"Calayan, Cagayan",May,162.3,2023
"Casiguran, Aurora",May,135.8,2023
"Catarman, Northern Samar",May,210.1,2023
"Catbalogan, Western Samar",May,185.8,2023
"Clark International Airport, Pampanga",May,106.6,2023
"CLSU, Nueva Ecija",May,126.1,2023
"Coron, Palawan",May,258.3,2023
"Cotabato City, Maguindanao",May,249.8,2023
"Cubi Point, Subic Bay Olongapo City, Zambales",May,158.2,2023
"Cuyo, Palawan",May,282.0,2023
"Daet, Camarines Norte",May,209.4,2023
"Dagupan City, Pangasinan",May,217.9,2023
"Dauis, Bohol",May,162.4,2023
"Davao City, Davao Del Sur",May,137.6,2023
"Dipolog, Zamboanga Del Norte",May,179.0,2023
"Dumaguete City, Negros Oriental",May,172.7,2023
"Molugan-El Salvador, Misamis Oriental (former Lumbia Station)",May,129.6,2023
"General Santos, South Cotabato",May,85.7,2023
"Guiuan, Eastern Samar",May,212.5,2023
"Hinatuan, Surigao Del Sur",May,151.0,2023
"Iba, Zambales",May,117.2,2023
"Infanta, Quezon",May,137.0,2023
"Itbayat, Batanes",May,167.8,2023
"Juban, Sorsogon",May,229.0,2023
"Laoag City, Ilocos Norte",May,29.2,2023
"Legazpi City, Albay",May,298.4,2023
"Lumbia, Misamis Oriental",May,,2023
"Maasin, Southern Leyte",May,265.8,2023
"Mactan International Airport, Cebu",May,163.7,2023
"Malaybalay, Bukidnon",May,458.1,2023
"Masbate, Masbate",May,103.4,2023
"NAIA (MIA), Pasay City",May,166.0,2023
"Port Area (MCO), Manila",May,154.2,2023
"Puerto Princesa City, Palawan",May,183.4,2023
"Romblon, Romblon",May,109.1,2023
"Roxas City, Capiz",May,180.0,2023
"San Jose, Occidental Mindoro",May,179.5,2023
"Sangley Point, Cavite",May,134.6,2023
"Science Garden, Quezon City",May,169.6,2023
"Sinait, Ilocos Sur (former Vigan Station)",May,79.2,2023
"Surigao, Surigao Del Norte",May,219.9,2023
"Tagbilaran City, Bohol (Station was transferred to Dauis, Bohol)",May,,2023
"Tacloban City, Leyte",May,182.6,2023
"Tanay, Rizal",May,211.1,2023
"Tayabas, Quezon",May,130.2,2023
"Tuguegarao, Cagayan",May,40.5,2023
"Virac Synop, Catanduanes",May,158.7,2023
"Zamboanga, Zamboanga Del Sur",May,86.8,2023
"Alabat, Quezon",Jun,132.3,2023
"Ambulong, Batangas",Jun,252.9,2023
"Aparri, Cagayan",Jun,85.2,2023
"Baguio City, Benguet",Jun,495.4,2023
"Baler, Aurora (Radar)",Jun,401.6,2023
"Basco, Batanes (Radar)",Jun,202.9,2023
"Borongan, Eastern Samar",Jun,265.5,2023
"Butuan City, Agusan Del Norte",Jun,228.3,2023
"Cabanatuan, Nueva Ecija (Station was transferred to CLSU, Nueva Ecija)",Jun,,2023
"Calapan, Oriental Mindoro",Jun,185.9,2023
"Calayan, Cagayan",Jun,161.9,2023
"Casiguran, Aurora",Jun,247.8,2023
"Catarman, Northern Samar",Jun,104.6,2023
"Catbalogan, Western Samar",Jun,216.6,2023
"Clark International Airport, Pampanga",Jun,172.2,2023
"CLSU, Nueva Ecija",Jun,202.5,2023
"Coron, Palawan",Jun,208.9,2023
"Cotabato City, Maguindanao",Jun,161.5,2023
"Cubi Point, Subic Bay Olongapo City, Zambales",Jun,491.1,2023
"Cuyo, Palawan",Jun,275.0,2023
"Daet, Camarines Norte",Jun,164.0,2023
"Dagupan City, Pangasinan",Jun,339.2,2023
"Dauis, Bohol",Jun,142.7,2023
"Davao City, Davao Del Sur",Jun,328.7,2023
"Dipolog, Zamboanga Del Norte",Jun,244.9,2023
"Dumaguete City, Negros Oriental",Jun,172.9,2023
"Molugan-El Salvador, Misamis Oriental (former Lumbia Station)",Jun,213.7,2023
"General Santos, South Cotabato",Jun,50.2,2023
"Guiuan, Eastern Samar",Jun,271.0,2023
"Hinatuan, Surigao Del Sur",Jun,336.7,2023
"Iba, Zambales",Jun,515.3,2023
"Infanta, Quezon",Jun,359.6,2023
"Itbayat, Batanes",Jun,372.8,2023
"Juban, Sorsogon",Jun,141.0,2023
"Laoag City, Ilocos Norte",Jun,278.6,2023
"Legazpi City, Albay",Jun,89.3,2023
"Lumbia, Misamis Oriental",Jun,,2023
"Maasin, Southern Leyte",Jun,420.8,2023
"Mactan International Airport, Cebu",Jun,180.8,2023
"Malaybalay, Bukidnon",Jun,385.3,2023
"Masbate, Masbate",Jun,86.0,2023
"NAIA (MIA), Pasay City",Jun,264.5,2023
"Port Area (MCO), Manila",Jun,494.0,2023
"Puerto Princesa City, Palawan",Jun,181.2,2023
"Romblon, Romblon",Jun,238.0,2023
"Roxas City, Capiz",Jun,133.0,2023
"San Jose, Occidental Mindoro",Jun,158.5,2023
"Sangley Point, Cavite",Jun,200.4,2023
"Science Garden, Quezon City",Jun,418.5,2023
"Sinait, Ilocos Sur (former Vigan Station)",Jun,236.5,2023
"Surigao, Surigao Del Norte",Jun,99.1,2023
"Tagbilaran City, Bohol (Station was transferred to Dauis, Bohol)",Jun,,2023
"Tacloban City, Leyte",Jun,129.9,2023
"Tanay, Rizal",Jun,257.6,2023
"Tayabas, Quezon",Jun,245.0,2023
"Tuguegarao, Cagayan",Jun,70.2,2023
"Virac Synop, Catanduanes",Jun,108.2,2023
"Zamboanga, Zamboanga Del Sur",Jun,62.5,2023
"Alabat, Quezon",Jul,307.3,2023
"Ambulong, Batangas",Jul,394.1,2023
"Aparri, Cagayan",Jul,445.6,2023
"Baguio City, Benguet",Jul,1091.8,2023
"Baler, Aurora (Radar)",Jul,175.8,2023
"Basco, Batanes (Radar)",Jul,271.8,2023
"Borongan, Eastern Samar",Jul,167.2,2023
"Butuan City, Agusan Del Norte",Jul,179.6,2023
"Cabanatuan, Nueva Ecija (Station was transferred to CLSU, Nueva Ecija)",Jul,,2023
"Calapan, Oriental Mindoro",Jul,197.5,2023
"Calayan, Cagayan",Jul,806.8,2023
"Casiguran, Aurora",Jul,231.4,2023
"Catarman, Northern Samar",Jul,213.9,2023
"Catbalogan, Western Samar",Jul,302.7,2023
"Clark International Airport, Pampanga",Jul,863.2,2023
"CLSU, Nueva Ecija",Jul,464.2,2023
"Coron, Palawan",Jul,439.1,2023
"Cotabato City, Maguindanao",Jul,165.9,2023
"Cubi Point, Subic Bay Olongapo City, Zambales",Jul,1463.3,2023
"Cuyo, Palawan",Jul,217.0,2023
"Daet, Camarines Norte",Jul,316.3,2023
"Dagupan City, Pangasinan",Jul,716.4,2023
"Dauis, Bohol",Jul,,2023
"Davao City, Davao Del Sur",Jul,155.7,2023
"Dipolog, Zamboanga Del Norte",Jul,220.4,2023
"Dumaguete City, Negros Oriental",Jul,165.3,2023
"Molugan-El Salvador, Misamis Oriental (former Lumbia Station)",Jul,162.6,2023
"General Santos, South Cotabato",Jul,68.2,2023
"Guiuan, Eastern Samar",Jul,258.6,2023
"Hinatuan, Surigao Del Sur",Jul,377.6,2023
"Iba, Zambales",Jul,1913.6,2023
"Infanta, Quezon",Jul,153.4,2023
"Itbayat, Batanes",Jul,241.1,2023
"Juban, Sorsogon",Jul,258.0,2023
"Laoag City, Ilocos Norte",Jul,773.1,2023
"Legazpi City, Albay",Jul,281.0,2023
"Lumbia, Misamis Oriental",Jul,,2023
"Maasin, Southern Leyte",Jul,186.8,2023
"Mactan International Airport, Cebu",Jul,181.8,2023
"Malaybalay, Bukidnon",Jul,251.7,2023
"Masbate, Masbate",Jul,260.4,2023
"NAIA (MIA), Pasay City",Jul,502.0,2023
"Port Area (MCO), Manila",Jul,686.6,2023
"Puerto Princesa City, Palawan",Jul,299.7,2023
"Romblon, Romblon",Jul,297.8,2023
"Roxas City, Capiz",Jul,183.0,2023
"San Jose, Occidental Mindoro",Jul,487.5,2023
"Sangley Point, Cavite",Jul,476.0,2023
"Science Garden, Quezon City",Jul,845.5,2023
"Sinait, Ilocos Sur (former Vigan Station)",Jul,823.0,2023
"Surigao, Surigao Del Norte",Jul,185.4,2023
"Tagbilaran City, Bohol (Station was transferred to Dauis, Bohol)",Jul,,2023
"Tacloban City, Leyte",Jul,124.5,2023
"Tanay, Rizal",Jul,735.4,2023
"Tayabas, Quezon",Jul,285.5,2023
"Tuguegarao, Cagayan",Jul,394.0,2023
"Virac Synop, Catanduanes",Jul,361.7,2023
"Zamboanga, Zamboanga Del Sur",Jul,117.5,2023
"Alabat, Quezon",Aug,22.7,2023
"Ambulong, Batangas",Aug,143.7,2023
"Aparri, Cagayan",Aug,449.0,2023
"Baguio City, Benguet",Aug,1036.8,2023
"Baler, Aurora (Radar)",Aug,73.8,2023
"Basco, Batanes (Radar)",Aug,236.8,2023
"Borongan, Eastern Samar",Aug,301.0,2023
"Butuan City, Agusan Del Norte",Aug,111.5,2023
"Cabanatuan, Nueva Ecija (Station was transferred to CLSU, Nueva Ecija)",Aug,,2023
"Calapan, Oriental Mindoro",Aug,94.4,2023
"Calayan, Cagayan",Aug,469.6,2023
"Casiguran, Aurora",Aug,80.2,2023
"Catarman, Northern Samar",Aug,20.2,2023
"Catbalogan, Western Samar",Aug,149.7,2023
"Clark International Airport, Pampanga",Aug,236.7,2023
"CLSU, Nueva Ecija",Aug,211.7,2023
"Coron, Palawan",Aug,717.8,2023
"Cotabato City, Maguindanao",Aug,193.3,2023
"Cubi Point, Subic Bay Olongapo City, Zambales",Aug,1027.9,2023
"Cuyo, Palawan",Aug,263.51,2023
"Daet, Camarines Norte",Aug,29.1,2023
"Dagupan City, Pangasinan",Aug,449.5,2023
"Dauis, Bohol",Aug,96.2,2023
"Davao City, Davao Del Sur",Aug,136.5,2023
"Dipolog, Zamboanga Del Norte",Aug,71.5,2023
"Dumaguete City, Negros Oriental",Aug,52.6,2023
"Molugan-El Salvador, Misamis Oriental (former Lumbia Station)",Aug,72.9,2023
"General Santos, South Cotabato",Aug,55.4,2023
"Guiuan, Eastern Samar",Aug,137.5,2023
"Hinatuan, Surigao Del Sur",Aug,302.0,2023
"Iba, Zambales",Aug,785.5,2023
"Infanta, Quezon",Aug,49.5,2023
"Itbayat, Batanes",Aug,235.1,2023
"Juban, Sorsogon",Aug,48.4,2023
"Laoag City, Ilocos Norte",Aug,752.6,2023
"Legazpi City, Albay",Aug,88.9,2023
"Lumbia, Misamis Oriental",Aug,,2023
"Maasin, Southern Leyte",Aug,180.0,2023
"Mactan International Airport, Cebu",Aug,159.5,2023
"Malaybalay, Bukidnon",Aug,301.6,2023
"Masbate, Masbate",Aug,157.5,2023
"NAIA (MIA), Pasay City",Aug,329.0,2023
"Port Area (MCO), Manila",Aug,447.7,2023
"Puerto Princesa City, Palawan",Aug,114.7,2023
"Romblon, Romblon",Aug,59.9,2023
"Roxas City, Capiz",Aug,76.5,2023
"San Jose, Occidental Mindoro",Aug,513.6,2023
"Sangley Point, Cavite",Aug,289.2,2023
"Science Garden, Quezon City",Aug,548.9,2023
"Sinait, Ilocos Sur (former Vigan Station)",Aug,880.9,2023
"Surigao, Surigao Del Norte",Aug,313.3,2023
"Tagbilaran City, Bohol (Station was transferred to Dauis, Bohol)",Aug,,2023
"Tacloban City, Leyte",Aug,104.7,2023
"Tanay, Rizal",Aug,388.4,2023
"Tayabas, Quezon",Aug,122.3,2023
"Tuguegarao, Cagayan",Aug,314.5,2023
"Virac Synop, Catanduanes",Aug,26.0,2023
"Zamboanga, Zamboanga Del Sur",Aug,252.4,2023
"Alabat, Quezon",Sep,233.3,2023
"Ambulong, Batangas",Sep,163.4,2023
"Aparri, Cagayan",Sep,165.2,2023
"Baguio City, Benguet",Sep,679.0,2023
"Baler, Aurora (Radar)",Sep,196.6,2023
"Basco, Batanes (Radar)",Sep,297.1,2023
"Borongan, Eastern Samar",Sep,300.1,2023
"Butuan City, Agusan Del Norte",Sep,256.3,2023
"Cabanatuan, Nueva Ecija (Station was transferred to CLSU, Nueva Ecija)",Sep,,2023
"Calapan, Oriental Mindoro",Sep,79.81,2023
"Calayan, Cagayan",Sep,79.81,2023
"Casiguran, Aurora",Sep,288.2,2023
"Catarman, Northern Samar",Sep,130.9,2023
"Catbalogan, Western Samar",Sep,246.9,2023
"Clark International Airport, Pampanga",Sep,338.6,2023
"CLSU, Nueva Ecija",Sep,166.5,2023
"Coron, Palawan",Sep,288.3,2023
"Cotabato City, Maguindanao",Sep,258.6,2023
"Cubi Point, Subic Bay Olongapo City, Zambales",Sep,508.2,2023
"Cuyo, Palawan",Sep,245.0,2023
"Daet, Camarines Norte",Sep,135.1,2023
"Dagupan City, Pangasinan",Sep,616.4,2023
"Dauis, Bohol",Sep,93.6,2023
"Davao City, Davao Del Sur",Sep,322.6,2023
"Dipolog, Zamboanga Del Norte",Sep,194.8,2023
"Dumaguete City, Negros Oriental",Sep,148.7,2023
"Molugan-El Salvador, Misamis Oriental (former Lumbia Station)",Sep,56.3,2023
"General Santos, South Cotabato",Sep,78.8,2023
"Guiuan, Eastern Samar",Sep,140.6,2023
"Hinatuan, Surigao Del Sur",Sep,298.0,2023
"Iba, Zambales",Sep,584.6,2023
"Infanta, Quezon",Sep,105.9,2023
"Itbayat, Batanes",Sep,139.6,2023
"Juban, Sorsogon",Sep,196.4,2023
"Laoag City, Ilocos Norte",Sep,277.4,2023
"Legazpi City, Albay",Sep,246.2,2023
"Lumbia, Misamis Oriental",Sep,,2023
"Maasin, Southern Leyte",Sep,288.8,2023
"Mactan International Airport, Cebu",Sep,238.6,2023
"Malaybalay, Bukidnon",Sep,302.2,2023
"Masbate, Masbate",Sep,354.9,2023
"NAIA (MIA), Pasay City",Sep,267.5,2023
"Port Area (MCO), Manila",Sep,481.0,2023
"Puerto Princesa City, Palawan",Sep,96.6,2023
"Romblon, Romblon",Sep,201.5,2023
"Roxas City, Capiz",Sep,303.51,2023
"San Jose, Occidental Mindoro",Sep,242.7,2023
"Sangley Point, Cavite",Sep,315.3,2023
"Science Garden, Quezon City",Sep,584.5,2023
"Sinait, Ilocos Sur (former Vigan Station)",Sep,483.7,2023
"Surigao, Surigao Del Norte",Sep,132.3,2023
"Tagbilaran City, Bohol (Station was transferred to Dauis, Bohol)",Sep,,2023
"Tacloban City, Leyte",Sep,181.7,2023
"Tanay, Rizal",Sep,352.6,2023
"Tayabas, Quezon",Sep,167.1,2023
"Tuguegarao, Cagayan",Sep,121.8,2023
"Virac Synop, Catanduanes",Sep,203.2,2023
"Zamboanga, Zamboanga Del Sur",Sep,124.2,2023
"Alabat, Quezon",Oct,454.5,2023
"Ambulong, Batangas",Oct,89.9,2023
"Aparri, Cagayan",Oct,224.6,2023
"Baguio City, Benguet",Oct,82.8,2023
"Baler, Aurora (Radar)",Oct,131.6,2023
"Basco, Batanes (Radar)",Oct,359.0,2023
"Borongan, Eastern Samar",Oct,266.5,2023
"Butuan City, Agusan Del Norte",Oct,161.3,2023
"Cabanatuan, Nueva Ecija (Station was transferred to CLSU, Nueva Ecija)",Oct,,2023
"Calapan, Oriental Mindoro",Oct,153.7,2023
"Calayan, Cagayan",Oct,207.9,2023
"Casiguran, Aurora",Oct,281.6,2023
"Catarman, Northern Samar",Oct,274.9,2023
"Catbalogan, Western Samar",Oct,260.2,2023
"Clark International Airport, Pampanga",Oct,86.9,2023
"CLSU, Nueva Ecija",Oct,58.4,2023
"Coron, Palawan",Oct,251.53,2023
"Cotabato City, Maguindanao",Oct,103.7,2023
"Cubi Point, Subic Bay Olongapo City, Zambales",Oct,354.2,2023
"Cuyo, Palawan",Oct,34.5,2023
"Daet, Camarines Norte",Oct,797.6,2023
"Dagupan City, Pangasinan",Oct,190.4,2023
"Dauis, Bohol",Oct,118.0,2023
"Davao City, Davao Del Sur",Oct,274.5,2023
"Dipolog, Zamboanga Del Norte",Oct,135.3,2023
"Dumaguete City, Negros Oriental",Oct,27.0,2023
"Molugan-El Salvador, Misamis Oriental (former Lumbia Station)",Oct,209.0,2023
"General Santos, South Cotabato",Oct,36.0,2023
"Guiuan, Eastern Samar",Oct,175.8,2023
"Hinatuan, Surigao Del Sur",Oct,101.6,2023
"Iba, Zambales",Oct,474.8,2023
"Infanta, Quezon",Oct,287.0,2023
"Itbayat, Batanes",Oct,539.4,2023
"Juban, Sorsogon",Oct,311.2,2023
"Laoag City, Ilocos Norte",Oct,166.3,2023
"Legazpi City, Albay",Oct,261.9,2023
"Lumbia, Misamis Oriental",Oct,,2023
"Maasin, Southern Leyte",Oct,272.8,2023
"Mactan International Airport, Cebu",Oct,331.3,2023
"Malaybalay, Bukidnon",Oct,310.9,2023
"Masbate, Masbate",Oct,44.4,2023
"NAIA (MIA), Pasay City",Oct,152.0,2023
"Port Area (MCO), Manila",Oct,176.1,2023
"Puerto Princesa City, Palawan",Oct,153.0,2023
"Romblon, Romblon",Oct,336.1,2023
"Roxas City, Capiz",Oct,345.0,2023
"San Jose, Occidental Mindoro",Oct,260.0,2023
"Sangley Point, Cavite",Oct,201.3,2023
"Science Garden, Quezon City",Oct,258.5,2023
"Sinait, Ilocos Sur (former Vigan Station)",Oct,104.5,2023
"Surigao, Surigao Del Norte",Oct,116.7,2023
"Tagbilaran City, Bohol (Station was transferred to Dauis, Bohol)",Oct,,2023
"Tacloban City, Leyte",Oct,132.4,2023
"Tanay, Rizal",Oct,164.5,2023
"Tayabas, Quezon",Oct,362.4,2023
"Tuguegarao, Cagayan",Oct,98.9,2023
"Virac Synop, Catanduanes",Oct,325.2,2023
"Zamboanga, Zamboanga Del Sur",Oct,30.3,2023
"Alabat, Quezon",Nov,811.8,2023
"Ambulong, Batangas",Nov,166.6,2023
"Aparri, Cagayan",Nov,208.8,2023
"Baguio City, Benguet",Nov,18.8,2023
"Baler, Aurora (Radar)",Nov,193.8,2023
"Basco, Batanes (Radar)",Nov,83.4,2023
"Borongan, Eastern Samar",Nov,666.8,2023
"Butuan City, Agusan Del Norte",Nov,160.7,2023
"Cabanatuan, Nueva Ecija (Station was transferred to CLSU, Nueva Ecija)",Nov,,2023
"Calapan, Oriental Mindoro",Nov,387.3,2023
"Calayan, Cagayan",Nov,280.3,2023
"Casiguran, Aurora",Nov,452.9,2023
"Catarman, Northern Samar",Nov,1421.1,2023
"Catbalogan, Western Samar",Nov,422.1,2023
"Clark International Airport, Pampanga",Nov,3.9,2023
"CLSU, Nueva Ecija",Nov,6.5,2023
"Coron, Palawan",Nov,18.8,2023
"Cotabato City, Maguindanao",Nov,120.4,2023
"Cubi Point, Subic Bay Olongapo City, Zambales",Nov,2.0,2023
"Cuyo, Palawan",Nov,9.0,2023
"Daet, Camarines Norte",Nov,670.2,2023
"Dagupan City, Pangasinan",Nov,25.6,2023
"Dauis, Bohol",Nov,118.8,2023
"Davao City, Davao Del Sur",Nov,118.2,2023
"Dipolog, Zamboanga Del Norte",Nov,402.6,2023
"Dumaguete City, Negros Oriental",Nov,178.9,2023
"Molugan-El Salvador, Misamis Oriental (former Lumbia Station)",Nov,44.7,2023
"General Santos, South Cotabato",Nov,95.2,2023
"Guiuan, Eastern Samar",Nov,317.1,2023
"Hinatuan, Surigao Del Sur",Nov,487.6,2023
"Iba, Zambales",Nov,33.4,2023
"Infanta, Quezon",Nov,527.4,2023
"Itbayat, Batanes",Nov,70.7,2023
"Juban, Sorsogon",Nov,828.8,2023
"Laoag City, Ilocos Norte",Nov,1.0,2023
"Legazpi City, Albay",Nov,578.5,2023
"Lumbia, Misamis Oriental",Nov,,2023
"Maasin, Southern Leyte",Nov,186.7,2023
"Mactan International Airport, Cebu",Nov,99.2,2023
"Malaybalay, Bukidnon",Nov,119.2,2023
"Masbate, Masbate",Nov,313.5,2023
"NAIA (MIA), Pasay City",Nov,18.7,2023
"Port Area (MCO), Manila",Nov,,2023
"Puerto Princesa City, Palawan",Nov,141.5,2023
"Romblon, Romblon",Nov,289.9,2023
"Roxas City, Capiz",Nov,166.0,2023
"San Jose, Occidental Mindoro",Nov,3.5,2023
"Sangley Point, Cavite",Nov,16.3,2023
"Science Garden, Quezon City",Nov,63.8,2023
"Sinait, Ilocos Sur (former Vigan Station)",Nov,27.2,2023
"Surigao, Surigao Del Norte",Nov,557.4,2023
"Tagbilaran City, Bohol (Station was transferred to Dauis, Bohol)",Nov,,2023
"Tacloban City, Leyte",Nov,261.0,2023
"Tanay, Rizal",Nov,155.5,2023
"Tayabas, Quezon",Nov,688.0,2023
"Tuguegarao, Cagayan",Nov,146.6,2023
"Virac Synop, Catanduanes",Nov,339.0,2023
"Zamboanga, Zamboanga Del Sur",Nov,66.8,2023
"Alabat, Quezon",Dec,648.8,2023
"Ambulong, Batangas",Dec,127.9,2023
"Aparri, Cagayan",Dec,216.2,2023
"Baguio City, Benguet",Dec,1.6,2023
"Baler, Aurora (Radar)",Dec,405.4,2023
"Basco, Batanes (Radar)",Dec,293.9,2023
"Borongan, Eastern Samar",Dec,437.8,2023
"Butuan City, Agusan Del Norte",Dec,419.2,2023
"Cabanatuan, Nueva Ecija (Station was transferred to CLSU, Nueva Ecija)",Dec,,2023
"Calapan, Oriental Mindoro",Dec,133.6,2023
"Calayan, Cagayan",Dec,535.8,2023
"Casiguran, Aurora",Dec,585.4,2023
"Catarman, Northern Samar",Dec,270.0,2023
"Catbalogan, Western Samar",Dec,182.6,2023
"Clark International Airport, Pampanga",Dec,39.8,2023
"CLSU, Nueva Ecija",Dec,3.8,2023
"Coron, Palawan",Dec,1.4,2023
"Cotabato City, Maguindanao",Dec,66.7,2023
"Cubi Point, Subic Bay Olongapo City, Zambales",Dec,3.0,2023
"Cuyo, Palawan",Dec,7.0,2023
"Daet, Camarines Norte",Dec,597.5,2023
"Dagupan City, Pangasinan",Dec,1.4,2023
"Dauis, Bohol",Dec,129.9,2023
"Davao City, Davao Del Sur",Dec,70.6,2023
"Dipolog, Zamboanga Del Norte",Dec,468.3,2023
"Dumaguete City, Negros Oriental",Dec,108.5,2023
"Molugan-El Salvador, Misamis Oriental (former Lumbia Station)",Dec,40.5,2023
"General Santos, South Cotabato",Dec,3.8,2023
"Guiuan, Eastern Samar",Dec,233.2,2023
"Hinatuan, Surigao Del Sur",Dec,,2023
"Iba, Zambales",Dec,2.2,2023
"Infanta, Quezon",Dec,699.5,2023
"Itbayat, Batanes",Dec,228.6,2023
"Juban, Sorsogon",Dec,577.4,2023
"Laoag City, Ilocos Norte",Dec,0.0,2023
"Legazpi City, Albay",Dec,466.9,2023
"Lumbia, Misamis Oriental",Dec,,2023
"Maasin, Southern Leyte",Dec,324.8,2023
"Mactan International Airport, Cebu",Dec,89.8,2023
"Malaybalay, Bukidnon",Dec,124.6,2023
"Masbate, Masbate",Dec,122.8,2023
"NAIA (MIA), Pasay City",Dec,47.5,2023
"Port Area (MCO), Manila",Dec,,2023
"Puerto Princesa City, Palawan",Dec,190.0,2023
"Romblon, Romblon",Dec,172.0,2023
"Roxas City, Capiz",Dec,83.5,2023
"San Jose, Occidental Mindoro",Dec,3.8,2023
"Sangley Point, Cavite",Dec,47.2,2023
"Science Garden, Quezon City",Dec,53.3,2023
"Sinait, Ilocos Sur (former Vigan Station)",Dec,0.0,2023
"Surigao, Surigao Del Norte",Dec,755.2,2023
"Tagbilaran City, Bohol (Station was transferred to Dauis, Bohol)",Dec,,2023
"Tacloban City, Leyte",Dec,265.3,2023
"Tanay, Rizal",Dec,174.7,2023
"Tayabas, Quezon",Dec,518.2,2023
"Tuguegarao, Cagayan",Dec,54.5,2023
"Virac Synop, Catanduanes",Dec,327.6,2023
"Zamboanga, Zamboanga Del Sur",Dec,48.4,2023
"Alabat, Quezon",Jan,182.69999999999996,2024
"Ambulong, Batangas",Jan,14.2,2024
"Aparri, Cagayan",Jan,100.3,2024
"Baguio City, Benguet",Jan,0.0,2024
"Baler, Aurora (Radar)",Jan,41.6,2024
"Basco, Batanes (Radar)",Jan,113.5,2024
"Borongan, Eastern Samar",Jan,306.99999999999994,2024
"Butuan City, Agusan Del Norte",Jan,273.6,2024
"Calapan, Oriental Mindoro",Jan,67.1,2024
"Calayan, Cagayan",Jan,139.99999999999997,2024
"Casiguran, Aurora",Jan,102.7,2024
"Catarman, Northern Samar",Jan,573.4000000000002,2024
"Catbalogan, Western Samar",Jan,107.50000000000004,2024
"Clark International Airport, Pampanga",Jan,46.1,2024
"CLSU, Nueva Ecija",Jan,0.9,2024
"Cotabato City, Maguindanao",Jan,146.4,2024
"Cubi Point, Subic Bay Olongapo City, Zambales",Jan,0.5,2024
"Cuyo, Palawan",Jan,0.0,2024
"Daet, Camarines Norte",Jan,546.0999999999999,2024
"Dagupan City, Pangasinan",Jan,0.0,2024
"Davao City, Davao Del Sur",Jan,399.4,2024
"Dipolog, Zamboanga Del Norte",Jan,58.59999999999999,2024
"Dumaguete City, Negros Oriental",Jan,23.7,2024
"General Santos, South Cotabato",Jan,105.0,2024
"Guiuan, Eastern Samar",Jan,102.79999999999998,2024
"Hinatuan, Surigao Del Sur",Jan,,2024
"Iba, Zambales",Jan,0.0,2024
"Infanta, Quezon",Jan,302.59999999999997,2024
"Itbayat, Batanes",Jan,144.9,2024
"Juban, Sorsogon",Jan,545.6000000000001,2024
"Laguindingan Airport, Misamis Oriental",Jan,38.5,2024
"Laoag City, Ilocos Norte",Jan,0.0,2024
"Legazpi City, Albay",Jan,408.99999999999994,2024
"Lumbia, Misamis Oriental",Jan,,2024
"Maasin, Southern Leyte",Jan,133.2,2024
"Mactan International Airport, Cebu",Jan,38.0,2024
"Malaybalay, Bukidnon",Jan,122.9,2024
"Masbate, Masbate",Jan,82.1,2024
"Mulanay, Quezon",Jan,59.50000000000001,2024
"NAIA (MIA), Pasay City",Jan,1.5,2024
"Panglao, Bohol",Jan,68.6,2024
"Puerto Princesa City, Palawan",Jan,13.9,2024
"Romblon, Romblon",Jan,149.99999999999997,2024
"Roxas City, Capiz",Jan,63.5,2024
"San Jose, Occidental Mindoro",Jan,7.9,2024
"Sangley Point, Cavite",Jan,1.0,2024
"Science Garden, Quezon City",Jan,10.5,2024
"Sinait, Ilocos Sur (former Vigan Station)",Jan,0.0,2024
"Surigao, Surigao Del Norte",Jan,795.1000000000003,2024
"Tacloban City, Leyte",Jan,119.9,2024
"Tanay, Rizal",Jan,35.4,2024
"Tayabas, Quezon",Jan,104.0,2024
"Tuguegarao, Cagayan",Jan,10.6,2024
"Virac Synop, Catanduanes",Jan,249.29999999999995,2024
"Zamboanga, Zamboanga Del Sur",Jan,51.6,2024
"Alabat, Quezon",Feb,74.3,2024
"Ambulong, Batangas",Feb,11.8,2024
"Aparri, Cagayan",Feb,7.8,2024
"Baguio City, Benguet",Feb,0.0,2024
