"Other Crops: Volume of Production, by Region, Province, Quarter, and Semester, 2010-2025"

"Crop","Geolocation","2021 Quarter1","2021 Quarter2","2021 Quarter3","2021 Quarter4","2022 Quarter1","2022 Quarter2","2022 Quarter3","2022 Quarter4","2023 Quarter1","2023 Quarter2","2023 Quarter3","2023 Quarter4","2024 Quarter1","2024 Quarter2","2024 Quarter3","2024 Quarter4","2025 Quarter1","2025 Quarter2","2025 Quarter3","2025 Quarter4"
"Mango Piko","....Zamboanga del Norte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Piko","....Zamboanga del Sur",191.81,841.82,112.00,249.11,182.45,890.98,121.34,216.77,337.70,717.46,293.92,241.33,356.13,774.14,284.00,225.40,336.90,792.06,..,..
"Mango Piko","....Zamboanga Sibugay",62.44,129.26,11.02,47.77,65.39,135.15,10.17,50.77,60.50,128.71,10.18,52.09,56.90,129.98,10.12,50.67,55.91,125.75,..,..
"Mango Piko","......City of Zamboanga",90.56,108.35,156.18,64.62,99.01,99.10,152.74,61.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.28,..,..
"Mango Piko","..REGION X (NORTHERN MINDANAO)",39.80,396.48,67.70,12.86,38.85,391.55,62.15,10.75,31.50,395.99,60.34,12.95,30.48,393.33,54.45,10.91,34.44,386.42,..,..
"Mango Piko","....Bukidnon",0.80,9.90,1.80,0.80,0.85,9.55,1.20,0.70,0.50,9.79,1.64,0.77,0.48,10.16,1.80,0.79,0.46,10.09,..,..
"Mango Piko","....Camiguin",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,2.65,0.00,4.36,0.00,..,..
"Mango Piko","....Lanao del Norte",39.00,380.00,65.00,12.00,38.00,376.00,60.00,10.00,31.00,380.00,55.00,9.00,30.00,377.00,50.00,8.50,28.00,370.00,..,..
"Mango Piko","....Misamis Occidental",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Piko","....Misamis Oriental",0.00,6.58,0.90,0.06,0.00,6.00,0.95,0.05,0.00,6.20,1.20,3.18,0.00,6.17,0.00,1.62,1.62,6.33,..,..
"Mango Piko","..REGION XI (DAVAO REGION)",203.71,1236.35,554.17,259.88,199.21,1199.00,531.28,257.03,189.82,1188.14,509.25,253.85,193.66,1206.68,512.62,247.68,190.13,1174.96,..,..
"Mango Piko","....Davao de Oro",1.15,2.25,9.36,1.72,1.11,2.18,9.05,1.68,1.08,2.11,8.64,0.84,1.04,2.03,8.35,0.82,1.00,1.96,..,..
"Mango Piko","....Davao del Norte",72.24,191.72,130.37,140.02,70.51,177.26,130.25,139.02,68.46,174.31,130.25,137.33,71.30,182.20,139.89,136.05,70.39,173.95,..,..
"Mango Piko","....Davao del Sur",11.64,609.33,35.97,9.81,12.15,608.21,34.65,9.99,69.62,911.74,284.64,61.49,73.20,929.39,283.79,60.26,74.59,591.96,..,..
"Mango Piko","....Davao Occidental",0.51,0.65,0.72,0.73,0.51,0.68,0.74,0.74,0.50,0.69,0.70,0.50,0.49,0.66,0.68,0.46,0.48,0.66,..,..
"Mango Piko","....Davao Oriental",53.41,102.60,89.40,55.10,52.19,100.10,88.24,54.60,50.16,99.30,85.02,53.70,47.62,92.40,79.91,50.09,43.67,87.59,..,..
"Mango Piko","......City of Davao",64.76,329.80,288.35,52.50,62.75,310.57,268.35,51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,318.85,..,..
"Mango Piko","..REGION XII (SOCCSKSARGEN)",488.86,5137.53,159.66,48.36,486.93,1432.51,123.76,45.09,461.18,1471.58,108.87,43.00,488.28,1587.69,67.34,49.56,457.62,1518.64,..,..
"Mango Piko","....Cotabato",162.34,4353.07,64.00,10.47,151.52,693.27,37.20,7.23,142.45,708.11,24.35,7.20,140.06,761.96,40.05,7.86,126.60,684.35,..,..
"Mango Piko","....Sarangani",8.05,55.30,28.60,20.00,8.02,50.25,23.00,21.00,7.60,47.25,20.30,18.00,7.85,45.15,20.00,25.00,11.00,45.99,..,..
"Mango Piko","....Sultan Kudarat",1.15,5.04,1.06,0.89,1.07,4.63,1.06,0.86,1.13,4.76,1.07,0.75,1.08,5.09,0.98,0.72,1.09,4.83,..,..
"Mango Piko","....South Cotabato",317.32,724.12,66.00,17.00,326.32,684.36,62.50,16.00,310.00,711.46,63.15,17.05,339.29,775.49,6.31,15.98,318.93,783.47,..,..
"Mango Piko","..REGION XIII (CARAGA)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.24,0.00,0.00,5.83,0.00,0.00,0.00,..,..
"Mango Piko","....Agusan del Norte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.24,0.00,0.00,0.40,0.00,0.00,0.00,..,..
"Mango Piko","....Agusan del Sur",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Piko","....Dinagat Islands",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Piko","....Surigao del Norte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.43,0.00,0.00,0.00,..,..
"Mango Piko","....Surigao del Sur",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Piko","..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/",10.28,885.08,12.82,4.53,10.28,900.59,12.96,4.29,10.28,916.61,13.45,4.42,30.63,865.00,263.21,4.39,7.30,925.06,..,..
"Mango Piko","....Basilan",0.00,62.87,0.00,0.23,0.00,64.42,0.00,0.00,0.00,64.42,0.00,0.00,0.00,0.00,0.28,0.00,0.00,1.68,..,..
"Mango Piko","....Lanao del Sur",10.28,2.21,6.02,4.30,10.28,2.17,6.01,4.29,10.28,2.19,6.50,4.42,0.00,0.00,8.40,4.39,4.15,2.17,..,..
"Mango Piko","....Maguindanao",0.00,820.00,6.80,0.00,0.00,834.00,6.95,0.00,0.00,850.00,6.95,0.00,1.96,865.00,253.77,0.00,0.00,0.00,..,..
"Mango Piko","....Maguindanao del Norte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.12,402.20,..,..
"Mango Piko","....Maguindanao del Sur",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,519.00,..,..
"Mango Piko","....Sulu",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Piko","....Tawi-tawi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00,..,..
"Mango Indian","..CORDILLERA ADMINISTRATIVE REGION (CAR)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,49.33,0.00,0.00,11.24,70.75,..,..
"Mango Indian","....Abra",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.92,5.15,0.00,0.00,5.91,30.98,..,..
"Mango Indian","....Apayao",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,6.45,0.00,0.00,0.59,4.73,..,..
"Mango Indian","....Benguet",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.88,3.88,0.00,0.00,3.50,3.75,..,..
"Mango Indian","....Ifugao",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,33.84,0.00,0.00,0.00,15.00,..,..
"Mango Indian","....Kalinga",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.89,0.00,0.00,0.00,1.24,1.20,..,..
"Mango Indian","....Mountain Province",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.09,..,..
"Mango Indian","..REGION I (ILOCOS REGION)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,303.95,575.08,1.13,52.37,280.41,429.64,..,..
"Mango Indian","....Ilocos Norte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.28,80.46,0.23,0.00,16.80,78.81,..,..
"Mango Indian","....Ilocos Sur",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.13,48.37,0.00,0.00,34.71,39.09,..,..
"Mango Indian","....La Union",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149.58,293.83,0.46,0.00,131.89,167.74,..,..
"Mango Indian","....Pangasinan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111.96,152.43,0.44,52.37,97.00,144.00,..,..
"Mango Indian","..REGION II (CAGAYAN VALLEY)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.80,6191.29,163.13,9.65,10.15,5542.41,..,..
"Mango Indian","....Batanes",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,..,..
"Mango Indian","....Cagayan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.12,3912.50,61.43,9.65,4.16,3292.50,..,..
"Mango Indian","....Isabela",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.63,1469.26,55.86,0.00,5.35,1464.71,..,..
"Mango Indian","....Nueva Vizcaya",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,82.21,0.24,0.00,0.08,85.00,..,..
"Mango Indian","....Quirino",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,727.20,45.60,0.00,0.56,700.20,..,..
"Mango Indian","..REGION III (CENTRAL LUZON)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1397.06,1777.09,15.28,5.17,1348.72,1676.08,..,..
"Mango Indian","....Aurora",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,69.84,1.80,5.17,0.00,2.47,..,..
"Mango Indian","....Bataan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.88,30.15,0.00,0.00,18.30,23.39,..,..
"Mango Indian","....Bulacan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465.76,452.80,0.20,0.00,462.94,469.10,..,..
"Mango Indian","....Nueva Ecija",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,765.29,877.38,0.00,0.00,662.70,757.39,..,..
"Mango Indian","....Pampanga",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.44,208.60,13.28,0.00,1.30,246.11,..,..
"Mango Indian","....Tarlac",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.61,0.00,0.00,3.19,16.12,..,..
"Mango Indian","....Zambales",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,141.66,123.71,0.00,0.00,200.28,161.50,..,..
"Mango Indian","..REGION IV-A (CALABARZON)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,987.80,5738.00,136.18,71.76,919.26,5387.14,..,..
"Mango Indian","....Batangas",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,910.94,5151.52,0.00,62.53,862.53,4865.75,..,..
"Mango Indian","....Cavite",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.66,144.54,3.57,0.90,6.58,98.50,..,..
"Mango Indian","....Laguna",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.10,173.00,4.85,8.15,38.18,171.03,..,..
"Mango Indian","....Quezon",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,172.94,127.76,0.18,2.84,166.36,..,..
"Mango Indian","....Rizal",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.10,96.00,0.00,0.00,9.13,85.50,..,..
"Mango Indian","..MIMAROPA REGION",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.64,418.53,28.13,42.37,100.37,331.78,..,..
"Mango Indian","....Marinduque",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.41,1.50,0.00,0.00,71.53,..,..
"Mango Indian","....Occidental Mindoro",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.71,114.86,6.21,5.92,53.30,105.99,..,..
"Mango Indian","....Oriental Mindoro",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.16,0.01,0.28,1.00,..,..
"Mango Indian","....Palawan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,35.59,38.03,7.04,..,..
"Mango Indian","....Romblon",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.66,192.76,20.26,0.85,8.76,146.22,..,..
"Mango Indian","..REGION V (BICOL REGION)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.89,252.28,390.32,70.17,29.44,277.19,..,..
"Mango Indian","....Albay",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.66,51.37,5.05,1.13,10.26,76.25,..,..
"Mango Indian","....Camarines Norte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,85.73,303.37,5.53,0.06,79.90,..,..
"Mango Indian","....Camarines Sur",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.18,9.97,10.04,51.22,0.99,12.00,..,..
"Mango Indian","....Catanduanes",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.02,0.02,0.04,..,..
"Mango Indian","....Masbate",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,20.42,15.00,12.00,0.11,19.96,..,..
"Mango Indian","....Sorsogon",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.36,84.79,56.86,0.27,18.00,89.03,..,..
"Mango Indian","..REGION VI (WESTERN VISAYAS)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.26,2349.87,137.63,65.45,109.41,2336.04,..,..
"Mango Indian","....Aklan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.99,1399.33,76.75,15.34,4.51,1364.73,..,..
"Mango Indian","....Antique",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.87,49.61,0.18,1.15,25.09,49.62,..,..
"Mango Indian","....Capiz",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,22.13,9.16,3.93,5.80,21.43,..,..
"Mango Indian","....Guimaras",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,21.41,0.79,0.03,1.25,25.26,..,..
"Mango Indian","....Iloilo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.55,857.39,50.75,45.00,72.76,875.00,..,..
"Mango Indian","....Negros Occidental",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..,..,..
"Mango Indian","..NEGROS ISLAND REGION (NIR) 2/",..,..,..,..,..,..,..,..,..,..,..,..,798.28,1903.53,177.39,126.64,634.02,1794.95,..,..
"Mango Indian","....Negros Occidental a/",..,..,..,..,..,..,..,..,..,..,..,..,188.79,1336.06,129.43,105.00,215.00,1335.00,..,..
"Mango Indian","....Negros Oriental b/",..,..,..,..,..,..,..,..,..,..,..,..,609.49,566.07,47.96,21.64,419.02,458.52,..,..
"Mango Indian","....Siquijor b/",..,..,..,..,..,..,..,..,..,..,..,..,0.00,1.40,0.00,0.00,0.00,1.43,..,..
"Mango Indian","..REGION VII (CENTRAL VISAYAS)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.10,433.64,41.88,58.12,32.17,445.70,..,..
"Mango Indian","....Bohol",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.34,169.81,23.73,18.12,8.32,205.70,..,..
"Mango Indian","....Cebu",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.76,263.83,18.15,40.00,23.85,240.00,..,..
"Mango Indian","....Negros Oriental",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..,..,..
"Mango Indian","....Siquijor",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..,..,..
"Mango Indian","..REGION VIII (EASTERN VISAYAS)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.72,69.17,121.20,80.57,11.11,122.08,..,..
"Mango Indian","....Biliran",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,30.55,11.33,0.00,65.15,..,..
"Mango Indian","....Eastern Samar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.55,2.60,26.97,30.49,2.02,3.25,..,..
"Mango Indian","....Leyte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,6.50,45.00,4.76,1.49,6.20,..,..
"Mango Indian","....Northern Samar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.00,2.00,0.00,0.08,0.95,..,..
"Mango Indian","....Samar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.91,36.57,13.48,5.74,4.81,33.59,..,..
"Mango Indian","....Southern Leyte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,10.96,3.20,28.25,2.71,12.94,..,..
"Mango Indian","..REGION IX (ZAMBOANGA PENINSULA)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.72,121.34,43.77,9.76,5.12,835.47,..,..
"Mango Indian","....Zamboanga del Norte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107.07,41.85,8.56,3.50,32.20,..,..
"Mango Indian","....Zamboanga del Sur",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.72,6.94,1.70,1.20,1.62,6.26,..,..
"Mango Indian","....Zamboanga Sibugay",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.33,0.22,0.00,0.00,7.16,..,..
"Mango Indian","......City of Zamboanga",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,789.85,..,..
"Mango Indian","..REGION X (NORTHERN MINDANAO)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.29,207.68,231.80,75.50,15.53,212.68,..,..
"Mango Indian","....Bukidnon",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,30.26,204.72,4.50,1.20,29.95,..,..
"Mango Indian","....Camiguin",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.80,3.45,5.09,1.72,6.86,..,..
"Mango Indian","....Lanao del Norte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.07,0.38,65.00,3.89,2.00,..,..
"Mango Indian","....Misamis Occidental",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.31,32.30,23.25,0.91,6.04,31.23,..,..
"Mango Indian","....Misamis Oriental",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.68,140.25,0.00,0.00,2.68,142.64,..,..
"Mango Indian","..REGION XI (DAVAO REGION)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Indian","....Davao de Oro",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Indian","....Davao del Norte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Indian","....Davao del Sur",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Indian","....Davao Occidental",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Indian","....Davao Oriental",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Indian","......City of Davao",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Indian","..REGION XII (SOCCSKSARGEN)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09,42.40,0.58,3.24,1.41,42.21,..,..
"Mango Indian","....Cotabato",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09,42.40,0.38,3.24,1.41,38.47,..,..
"Mango Indian","....Sarangani",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Indian","....Sultan Kudarat",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,..,..
"Mango Indian","....South Cotabato",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.74,..,..
"Mango Indian","..REGION XIII (CARAGA)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,5.92,4.92,3.68,0.00,8.32,..,..
"Mango Indian","....Agusan del Norte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.84,2.00,2.02,0.00,4.65,..,..
"Mango Indian","....Agusan del Sur",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,..,..
"Mango Indian","....Dinagat Islands",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,1.08,2.62,0.70,0.00,0.78,..,..
"Mango Indian","....Surigao del Norte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.96,0.00,0.39,..,..
"Mango Indian","....Surigao del Sur",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Indian","..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.81,98.97,57.35,7.36,13.24,97.18,..,..
"Mango Indian","....Basilan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.05,0.00,0.00,0.00,..,..
"Mango Indian","....Lanao del Sur",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,7.36,0.24,24.00,..,..
"Mango Indian","....Maguindanao",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,72.77,57.30,0.00,0.00,0.00,..,..
"Mango Indian","....Maguindanao del Norte",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,15.00,..,..
"Mango Indian","....Maguindanao del Sur",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,57.79,..,..
"Mango Indian","....Sulu",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.00,..,..
"Mango Indian","....Tawi-tawi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,..,..
"Papaya Native","..CORDILLERA ADMINISTRATIVE REGION (CAR)",186.04,563.61,96.51,149.79,173.64,540.46,95.38,144.27,167.46,501.40,92.61,119.00,148.86,408.52,110.17,110.03,107.02,532.93,..,..
"Papaya Native","....Abra",147.60,522.79,19.51,101.58,144.68,500.97,19.60,103.16,135.64,463.34,22.60,67.00,108.50,361.40,17.23,64.60,73.60,485.00,..,..
"Papaya Native","....Apayao",1.22,5.44,2.48,1.41,1.29,5.90,2.75,1.31,1.55,5.63,2.80,1.40,2.00,6.00,2.90,1.10,2.44,7.35,..,..
"Papaya Native","....Benguet",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,12.41,12.41,20.63,1.15,10.00,12.00,..,..
"Papaya Native","....Ifugao",20.46,13.29,8.80,20.59,11.15,13.20,8.50,16.95,11.79,13.46,9.02,27.74,6.45,10.53,13.73,23.66,4.25,8.45,..,..
